X1_Sector,X2_Capital_Inicial,X3_Antiguedad,X4_Digitalizacion,X5_Costos_Op,X6_Activos_Fijos,X7_Credito,X8_Competencia,X9_Capacidad,X10_Marketing,Y_Rentabilidad,X11_Ingresos_Totales
46_Comercio,643560.1188,20,0.606454888,125339.3364,494719.3561,0,8,64.13729657,6033.945767,24.52271395,174056.7117
81_Servicios,322804.5333,22,0.891772413,13122.11597,216611.9666,0,10,53.89246377,1170.218788,9.924835942,15867.12043
46_Comercio,320409.8472,23,0.12665856,310023.7392,178421.9733,0,4,57.51840242,25336.65257,16.89465588,403536.4937
46_Comercio,731513.3671,17,0.530335621,147254.2336,495403.1033,0,10,53.80274954,13592.79449,13.46711781,185879.661
81_Servicios,185479.4344,8,0.276807644,37163.74116,98839.27091,0,9,47.27161112,622.8055683,9.80086317,41892.35957
81_Servicios,148683.827,23,0.887770357,39619.70738,106198.5972,0,8,75.27325317,1359.939433,23.43822064,53524.94045
72_Restaurantes,2532278.078,23,0.486423006,114074.4036,1412609,1,7,46.11540267,6534.303535,9.337550837,133030.4975
72_Restaurantes,2297831.356,14,0.883030975,135924.0899,1258584.738,0,6,93.58777361,6395.535455,17.20792223,171900.0528
46_Comercio,587419.0791,11,0.860274781,74983.7688,333529.0707,0,3,40.06162832,4477.028132,18.38688679,97362.78131
46_Comercio,813488.169,7,0.202098549,334334.1708,637099.0145,0,10,85.0688411,7303.38357,18.56835399,419539.0504
46_Comercio,927163.2918,13,0.179383117,135263.1447,630737.3134,0,3,59.97287566,5313.234743,22.36722074,181078.6381
72_Restaurantes,1485105.863,9,0.441943473,84716.11292,1021986.12,1,2,52.72702835,5201.005787,10.93536793,100957.1551
81_Servicios,624748.5119,11,0.631703391,13365.15594,377589.3523,1,10,58.98188449,1147.708504,4.95407925,15269.31859
46_Comercio,630353.9252,11,0.23668816,231964.6308,363827.3229,0,5,99.84725003,15742.45944,18.13868343,302593.5821
72_Restaurantes,1189329.83,3,0.209006764,196687.7975,671870.613,0,2,44.18095517,17957.27811,11.4777421,242475.8255
46_Comercio,402089.4319,20,0.593016391,186794.6551,306076.87,0,2,60.92048629,8017.444325,16.83800333,234256.1593
72_Restaurantes,1072997.291,23,0.117884767,151749.2966,849893.6833,1,10,75.20935369,9246.461553,25.34816985,215662.1717
81_Servicios,332214.6512,16,0.397187309,17500.56627,229713.4887,0,10,57.21385978,582.2489376,17.14221786,21823.91894
72_Restaurantes,432024.5916,20,0.522179522,104449.5962,270912.5259,0,6,88.14928236,4570.340359,10.83079892,122261.8743
81_Servicios,586560.9442,9,0.568021382,33483.33477,297434.4523,0,2,43.25012848,1358.822569,17.26669157,42113.82091
72_Restaurantes,1030509.878,1,0.245238962,118944.5867,539076.9434,0,1,89.64332871,5441.975551,16.32360681,148651.9166
81_Servicios,171406.888,16,0.503117416,24817.3957,127132.1687,0,2,62.00281159,1520.538099,23.42459635,34394.76979
81_Servicios,246515.1709,8,0.223656083,37984.22661,142281.5915,0,6,58.1088765,1052.608929,20.35410785,49012.99299
72_Restaurantes,1161791.213,4,0.831717126,182968.7226,634245.8271,0,7,99.84574386,14188.92606,12.0831794,224254.7527
72_Restaurantes,1954831.037,12,0.435893243,131313.0177,1559573.804,0,7,41.57647362,9601.094501,24.3418812,186251.1445
81_Servicios,405763.3659,6,0.740610795,23712.59726,260356.4264,0,9,98.32151389,1077.712171,22.80524198,32113.98036
46_Comercio,790051.8038,5,0.58905391,117270.6922,575873.0231,0,5,76.73562045,11893.99963,18.44879032,158384.765
72_Restaurantes,2076103.858,5,0.247036111,124380.5051,1510842.325,0,8,83.18418274,5348.631124,21.44366921,165141.5423
72_Restaurantes,1553703.813,4,0.828811551,41335.66728,1184589.668,1,10,91.71141266,2998.204031,16.35950864,53005.27363
46_Comercio,563569.8119,17,0.116018828,111096.3596,313084.528,0,10,55.98279074,7642.139099,15.17548356,139981.3446
81_Servicios,571329.1977,17,0.216761121,26404.8265,406366.7559,1,8,82.80956206,1306.967843,19.50130648,34425.14796
46_Comercio,364813.5568,11,0.820525241,91240.71627,217172.7816,0,10,72.80009815,4135.316168,17.69132719,115876.0422
72_Restaurantes,1024678.873,5,0.254609412,54572.48877,590186.17,0,8,70.55429812,2714.602581,15.097073,67473.63534
46_Comercio,1044007.086,22,0.667924037,109371.5464,676555.9489,0,8,77.83246027,8248.806616,24.52694941,155844.175
46_Comercio,688555.6271,25,0.50667774,607744.1456,435430.7499,0,1,96.57652709,18618.17232,12.21134876,713488.9409
72_Restaurantes,612754.1268,5,0.337450335,108034.9578,363501.5884,1,10,63.31489919,8057.383236,20.09361196,145285.4319
81_Servicios,262677.3462,19,0.545725137,37244.5808,178983.5019,1,2,84.88252083,1029.964727,26.74747101,52250.13532
72_Restaurantes,1376921.806,8,0.227337154,87762.52463,809855.3794,1,10,77.53324332,4003.650472,7.107939775,98787.96409
72_Restaurantes,3169867.588,19,0.513057238,81105.63413,1753292.744,0,4,60.29543656,5588.240068,15.04242249,102043.722
46_Comercio,547900.1646,5,0.369434089,131475.0774,321543.3188,1,2,74.49334737,7979.785481,12.38559365,159168.8727
81_Servicios,228204.3443,13,0.458228064,35369.05982,161621.8943,0,2,97.70585782,1874.654776,9.763389192,41273.39697
72_Restaurantes,892386.9501,1,0.289925551,144080.6036,475512.4561,0,6,86.55347934,14222.19869,13.60011728,183221.0847
72_Restaurantes,1153369.301,19,0.755069933,99119.09949,699390.5919,0,3,58.83194547,8886.814554,8.311626346,117796.7388
81_Servicios,255897.9556,24,0.684340971,18963.07654,135077.9734,0,5,61.77478978,826.4476075,26.11875001,26785.58383
46_Comercio,385972.6843,10,0.202899248,290600.5099,212740.8419,1,2,54.88995059,22635.05683,22.92547323,406406.085
81_Servicios,154009.6125,2,0.368982726,24559.40203,122569.5563,1,2,75.2500731,1692.96256,21.42763404,33411.70177
81_Servicios,404587.5961,18,0.726566003,41217.62682,225828.7528,1,6,50.17442705,3679.160625,14.76623249,52674.88315
46_Comercio,392511.0028,9,0.425284682,205051.2564,243000.225,0,5,79.76486134,13857.52423,23.59391363,286506.9932
46_Comercio,751372.784,12,0.253738187,219170.9331,520475.7668,1,10,67.92244712,19178.67842,11.9815155,270794.9505
72_Restaurantes,1573383.637,4,0.605404182,45800.56207,1178534.957,1,8,73.44725777,3775.773194,22.65488982,64097.56886
72_Restaurantes,1382668.187,1,0.426148933,89998.08663,799723.4783,0,3,95.51216464,5606.569973,23.34023548,124712.9537
72_Restaurantes,778142.0393,24,0.434061809,179381.6551,606786.9494,1,9,89.00202324,12724.31905,12.07837563,218496.8436
46_Comercio,1045244.882,23,0.607463486,333104.428,644704.092,0,3,42.96900923,29519.64746,2.597956296,372296.1672
46_Comercio,989952.3838,11,0.591712895,232335.2664,696311.2493,0,3,72.8738561,11958.44261,7.271413506,263450.2674
72_Restaurantes,1598631.074,14,0.710972638,251990.1998,1018027.154,0,5,52.80492023,10357.43156,6.507326762,280607.6907
46_Comercio,611658.316,14,0.413417394,309574.4805,463878.7791,0,7,49.08360785,6011.359829,9.348590754,348131.2016
46_Comercio,771249.5487,13,0.270690454,158196.1314,521608.0126,0,3,55.55908507,12873.06034,4.45971395,179054.5108
72_Restaurantes,1983243.7,6,0.862236039,51757.36475,1183086.96,1,9,73.4821324,1563.440658,19.8822962,66553.08737
81_Servicios,144923.1953,13,0.359902661,25183.31128,99885.60633,1,5,68.25544872,294.9713492,10.03288299,28319.54994
46_Comercio,414976.5678,23,0.618136002,290979.0515,225104.6991,1,1,42.81164535,26181.68881,21.43842659,403709.7611
46_Comercio,787146.2633,24,0.323454503,288156.8502,509602.4362,0,2,86.09183489,28798.34658,14.5083686,370744.1203
46_Comercio,499009.822,20,0.80650645,461371.6933,346300.2388,0,8,60.01458368,14741.82889,23.5331484,622640.415
81_Servicios,204982.432,20,0.229680645,26244.46053,109124.5931,0,6,78.02811362,409.1266404,13.80980959,30924.15395
46_Comercio,631711.7365,13,0.528096406,182419.4908,353263.1214,0,1,83.38856247,2363.324137,15.11672477,217690.4867
46_Comercio,951554.9315,20,0.458460121,186789.4231,738855.2298,1,3,73.02171313,7730.488166,16.15131717,231989.2271
81_Servicios,333021.3718,11,0.644709457,22086.52802,180494.3566,0,4,71.49329671,1104.654734,21.98355309,29726.01762
46_Comercio,330056.6957,1,0.339477421,119072.4258,258651.9101,1,1,54.15290214,2963.038874,20.4378215,153383.7648
72_Restaurantes,2344475.645,6,0.121506596,119537.4798,1741965.344,1,6,94.11200624,10673.5046,7.436832905,140672.5682
46_Comercio,441427.1731,22,0.449991553,229735.4647,266894.2428,1,5,52.25947969,21120.05853,20.91255493,317187.5421
72_Restaurantes,984822.3363,1,0.510540811,108946.3751,691028.9926,0,5,67.81143751,8884.467184,10.74754531,132019.7216
72_Restaurantes,1079832.393,7,0.819620422,148269.7087,675813.6459,0,10,72.45242786,3779.703435,8.930679888,166960.0826
81_Servicios,169227.4878,25,0.465053498,60832.179,116898.1406,0,10,76.77932402,5177.555049,8.595823622,72217.41573
72_Restaurantes,825260.4964,21,0.671522791,140668.9238,620412.0342,0,5,50.30478085,12656.56976,23.39499894,200150.7623
46_Comercio,964460.8073,5,0.729542485,220172.7123,609040.001,0,3,94.60395073,10236.27713,16.28105223,275217.2543
46_Comercio,691454.2517,6,0.896870982,168024.6261,501164.8344,1,9,79.07525115,18013.87282,21.6806588,237538.3859
72_Restaurantes,1494432.828,21,0.68208685,75515.82368,876145.3734,0,8,90.2832126,4396.450769,20.7269542,100806.3632
81_Servicios,284368.252,10,0.36515669,40422.24733,213475.5816,0,5,83.06708734,1185.731691,8.310231313,45379.08603
81_Servicios,292745.5494,2,0.737402719,29695.67493,207258.5282,0,4,54.75300932,1992.282015,18.75001298,39000.56863
46_Comercio,538188.3051,7,0.188327598,177065.8333,274721.1311,0,2,64.46818079,6752.083009,12.89913242,211040.2817
46_Comercio,325072.7731,19,0.767842134,243827.6207,171518.3791,1,1,44.72380591,8978.949644,22.98903326,328273.4668
81_Servicios,189728.2321,24,0.452780809,18041.13801,150361.3734,1,5,73.23613046,491.9633435,17.07578926,22349.44558
81_Servicios,300778.6064,21,0.892664142,77424.53301,164797.8167,0,9,66.35911266,7355.433728,11.47554498,95770.10863
72_Restaurantes,1188097.795,13,0.581940729,134134.8999,596526.1989,1,2,61.903583,7213.867828,6.478295444,151140.0679
81_Servicios,201550.5731,6,0.328338642,19199.99535,115266.0369,0,9,70.18503863,1117.997629,7.206623112,21895.95169
81_Servicios,391174.663,16,0.299719949,24382.9922,308013.4457,0,10,75.34383312,1028.085553,6.474649245,27170.25656
81_Servicios,104820.5638,22,0.639335646,42062.88253,57417.93934,1,8,65.39934512,3271.34374,12.35438072,51724.4634
72_Restaurantes,1959000.642,18,0.326296411,254367.15,1026864.09,1,4,93.79774866,11750.92202,9.421572046,293798.5104
46_Comercio,731399.3445,25,0.381318187,281876.4731,562944.7892,0,6,85.49992521,5537.23946,21.63895556,366781.3703
81_Servicios,242509.0341,2,0.806696707,14108.45332,183987.6557,0,6,63.05019566,1308.077483,13.10443156,17741.44651
72_Restaurantes,1389495.135,18,0.65282427,246384.8886,1030913.849,0,2,77.92532401,25283.00717,15.49048145,321464.2569
72_Restaurantes,1736373.168,18,0.790762517,117151.6202,1205398.715,1,9,57.41884549,8554.514073,4.44590303,131554.9393
46_Comercio,769799.3044,15,0.374736493,301474.3902,459104.1673,1,5,92.92010753,11293.97308,7.73212843,338978.626
46_Comercio,323810.1326,6,0.874289881,240579.4171,174396.8589,0,6,52.91629755,19912.58518,15.32388398,307633.3853
72_Restaurantes,934591.0143,2,0.608047984,199871.0014,737824.2584,0,8,54.35130324,14081.60923,10.49900301,239050.5334
46_Comercio,1366427.87,13,0.678320806,212726.1176,1084401.524,0,7,87.5159558,11776.99209,10.80646035,251703.3302
46_Comercio,813660.7768,13,0.870787423,68912.50803,482196.4468,0,4,69.29174371,3921.9626,12.3951043,83139.72643
72_Restaurantes,1503520.414,19,0.53963988,121183.8606,990869.639,0,7,82.01408394,10141.3629,19.68772385,163518.2438
46_Comercio,663639.3102,19,0.150528423,846619.9374,469367.4087,0,3,41.1214713,27288.43958,11.17842456,983892.0022
81_Servicios,369820.6193,10,0.25540572,28992.32131,261667.1084,1,7,59.51047984,1983.761273,12.33625214,35335.11096
81_Servicios,174494.6175,1,0.349317565,42150.06064,132126.8141,0,1,51.77594122,4067.295889,9.42978762,51029.31231
81_Servicios,166548.2292,7,0.779594475,32727.28484,85588.21188,0,1,56.76723494,612.527588,26.16382883,45153.76664
46_Comercio,855126.8867,24,0.456622998,272662.9389,578730.0567,0,5,42.94867264,12325.10027,17.44977434,345229.8729
81_Servicios,225121.1652,3,0.185668224,23800.21856,178950.3371,0,2,81.52228921,690.6897594,18.13632372,29916.6974
46_Comercio,490183.9467,2,0.347633593,136315.5215,353657.8046,0,8,45.90127034,8587.492237,15.82764511,172150.3621
46_Comercio,548326.9136,9,0.414159291,210306.1227,356801.6122,1,9,71.6974439,6508.955909,25.94571881,292778.5877
72_Restaurantes,2153266.019,7,0.436941543,120637.3514,1435397.914,0,8,86.45506252,9713.565855,6.844998792,139929.0597
81_Servicios,242448.9685,19,0.468158098,41181.84651,150992.4544,0,10,43.60447612,1289.546694,23.01372505,55167.48697
72_Restaurantes,1796481.657,13,0.422726732,50055.24852,1280982.351,0,8,53.85069657,3485.571054,16.65867218,64242.82043
81_Servicios,127275.5181,13,0.337908095,48535.54514,84342.31485,0,5,78.85476006,2495.365818,7.361920888,55086.32243
72_Restaurantes,1211464.501,7,0.773626324,192847.8452,793567.701,0,1,82.70781735,8154.808039,18.46574357,246525.4018
72_Restaurantes,568605.6026,4,0.547565766,142800.1557,377761.6149,0,7,51.56364609,8454.484931,14.11426202,176111.4758
81_Servicios,459971.2961,16,0.672506175,26630.08316,263675.9653,0,2,52.58756022,565.8634885,26.54473519,37023.82221
72_Restaurantes,4356108.546,19,0.773383041,74997.2071,2335674.5,0,1,70.16402415,5804.438469,5.586363117,85582.60039
46_Comercio,431565.0349,11,0.871243304,110107.5959,240648.7702,1,7,54.19109325,9938.452241,4.007257445,125057.421
81_Servicios,143203.1862,14,0.726102251,81067.44488,97308.69627,0,6,67.41318247,1743.196832,14.35961823,96695.78767
81_Servicios,206186.2562,6,0.626208506,21978.84669,129899.8035,1,9,67.03710924,1403.150358,8.276907042,25491.94133
81_Servicios,352838.127,1,0.633922538,64120.41656,231365.7648,0,8,76.72671471,1710.778295,22.26740699,84689.30768
81_Servicios,292992.7372,11,0.433756341,37170.12435,170648.8843,0,7,75.5386008,1940.199656,7.911114537,42470.18933
46_Comercio,1028636.972,23,0.625177214,569626.0153,735684.6138,1,4,90.26178949,11858.89025,15.32096995,686692.9217
81_Servicios,120217.5118,1,0.142097949,70846.71889,64241.52216,1,7,48.00577338,2937.266452,18.69214559,90746.4425
46_Comercio,983166.3997,10,0.568966533,89064.20644,509796.2701,1,10,56.79492163,1252.380716,20.13604514,113088.0474
46_Comercio,359857.6127,9,0.25478068,217706.3985,210876.2903,0,10,94.85631107,18951.40718,7.025343073,254540.1226
72_Restaurantes,1965067.083,7,0.463030709,131597.5531,1411977.473,0,10,66.72541332,8699.245216,13.20382843,161639.3854
46_Comercio,1336954.082,15,0.32724837,222984.2664,689285.7178,0,4,62.65412111,10369.73441,14.82363274,273965.6648
72_Restaurantes,836509.3503,18,0.722610079,210247.2634,552925.2954,0,7,55.58731332,5535.151568,14.8124657,253302.8063
72_Restaurantes,1498418.185,19,0.88840692,135206.2247,949396.2726,0,9,41.75815318,13122.58144,12.69502288,169897.3083
46_Comercio,639289.2436,25,0.309543396,117702.2505,426120.9175,0,7,49.51978265,7078.991395,25.64526539,167818.825
46_Comercio,652749.9994,23,0.183810029,129365.0118,425483.0404,0,6,95.15341086,8562.664908,12.25472691,157191.0051
72_Restaurantes,1436814.965,5,0.262209971,40834.50718,1009281.623,0,10,49.76131067,733.3866773,21.21153282,52758.8559
46_Comercio,1224335.39,19,0.58290568,174225.7298,764827.8364,1,10,91.38866163,9410.290686,19.68484714,228644.3017
46_Comercio,931209.0418,2,0.19077891,157947.6498,721434.798,0,2,40.16557891,6188.8336,25.93765493,221619.3441
46_Comercio,916139.9071,24,0.309926258,179276.7688,667403.8883,0,8,52.07181775,4490.975439,23.17005708,239187.6621
46_Comercio,283066.2608,1,0.447374877,101726.3794,148264.4046,0,1,55.31585548,4218.275538,10.63211717,118548.9144
46_Comercio,479931.7966,4,0.505165102,167667.3604,377737.0317,1,1,79.81088457,4801.523459,8.482707639,188454.9678
46_Comercio,440747.9277,14,0.239766874,186733.0852,259315.6637,1,4,90.38103823,17223.19742,23.14893827,265391.6264
81_Servicios,356711.2288,21,0.197568893,17144.59371,210693.8424,1,2,99.99243217,677.9738818,7.851185641,19341.07098
81_Servicios,268652.2749,4,0.734125172,49844.65764,201179.8661,0,8,92.40279686,2783.740971,18.98668374,64962.65187
81_Servicios,129467.232,5,0.747714256,34545.43284,65635.73775,0,6,69.45940113,2866.822313,14.01723138,43511.34041
72_Restaurantes,1473312.285,3,0.656968362,87731.25189,1001477.848,0,3,60.45648978,2510.583777,19.79402842,112512.6146
81_Servicios,363772.0458,5,0.300111061,21066.457,252679.7795,0,2,48.77571214,718.4744505,24.58970788,28888.53873
81_Servicios,145497.9098,6,0.518272474,30577.16466,95399.69683,0,9,95.23207158,2164.693594,14.95513797,38499.51363
72_Restaurantes,1496828.154,13,0.323327142,76606.32108,993269.2408,0,5,58.28704584,5123.969397,10.47461235,91292.8641
72_Restaurantes,1634558.333,8,0.804602639,106791.3367,1267672.391,0,5,42.35294038,6537.086517,20.77011529,143037.4708
46_Comercio,814887.7517,24,0.795161116,178013.8372,455181.5782,1,6,48.96015969,2896.832002,28.53410955,253142.6784
81_Servicios,328072.5401,20,0.460445552,27559.90931,255329.8102,1,7,68.90684079,587.6202124,9.874036025,31231.32145
72_Restaurantes,1113170.317,6,0.429553991,189471.9342,748908.2723,0,1,65.74671358,16465.57422,16.49905402,246628.9525
72_Restaurantes,502321.0845,3,0.563926613,168877.6596,294108.8828,0,9,76.55175887,5041.306605,20.42945196,218572.0352
81_Servicios,164647.2259,24,0.540856711,51791.37409,103422.9087,0,2,55.49543313,4380.171163,22.46527645,72446.95368
81_Servicios,461205.8402,1,0.555088106,34567.38627,288086.7566,0,8,52.46441128,3805.380271,20.84206835,48476.21172
46_Comercio,1033380.751,15,0.420284475,127633.9861,628815.6649,0,2,79.31457992,9586.352472,6.415946184,146627.9062
46_Comercio,896330.8902,4,0.700049059,117327.8506,647551.8116,0,7,88.07660035,2263.00665,12.53381188,136728.1002
81_Servicios,261236.4953,14,0.266214256,36500.89724,183738.9518,0,10,84.95140059,1174.758333,21.82667222,48195.0259
72_Restaurantes,848504.1484,9,0.48957158,137900.8048,591206.7289,0,9,42.28410873,5709.856816,17.20090288,173444.7193
46_Comercio,860751.656,1,0.766831705,147052.4886,559201.0773,0,7,40.91753884,3297.446368,24.8712846,200123.1275
46_Comercio,1185150.145,15,0.837135468,269547.7862,686622.9266,0,1,43.4315382,13492.0031,12.1420348,322156.0943
81_Servicios,170205.5523,7,0.290538043,22333.19443,128906.2366,0,1,60.01392693,430.2690152,27.06253813,31209.56346
46_Comercio,400123.2133,2,0.19163624,233028.0004,230935.1054,1,3,94.56921617,9684.243556,16.80201514,291728.5129
46_Comercio,612182.5825,21,0.693466171,166578.9807,364083.5112,0,7,70.79314535,11706.63415,7.729674372,193220.9663
46_Comercio,371628.7321,19,0.872844906,156744.4415,211534.3584,0,10,55.91282652,4210.392496,26.19084052,218068.9159
81_Servicios,147130.5718,19,0.795624672,30314.4794,97628.01554,1,3,86.38296069,556.9478541,19.34784848,38277.25197
72_Restaurantes,948807.2807,22,0.587938137,170550.6218,557137.8222,0,2,59.48791643,1973.498031,10.16066155,192036.2758
46_Comercio,464938.1919,10,0.525458809,162336.3972,316407.1776,0,10,45.74578757,14428.32469,15.60761331,209455.7682
46_Comercio,448522.7222,14,0.677350713,190247.0222,303386.4213,1,2,73.65002969,7176.924381,13.6298113,228578.8066
72_Restaurantes,1664386.658,20,0.422583527,191465.3872,1307150.788,1,3,81.32063258,7033.485193,9.555815653,219471.1289
81_Servicios,281193.874,13,0.630372329,26297.54068,215138.9141,0,9,69.22828409,2263.239343,11.30961688,32202.79248
72_Restaurantes,879809.9723,13,0.462886692,277581.0698,574206.5315,0,1,47.11753034,17930.40577,7.484076192,319416.8781
81_Servicios,243829.7707,1,0.89547559,30191.85209,145890.0075,0,1,53.40834016,911.3118158,8.538501658,34006.83836
81_Servicios,216918.5207,9,0.405401785,102731.3283,152227.9061,0,3,52.32851057,9686.060507,7.702723823,121799.2486
46_Comercio,454841.991,3,0.188850643,255875.4125,229328.669,1,2,63.46665839,3258.743687,12.59263515,296467.1874
72_Restaurantes,1378732.466,20,0.610182216,241137.353,971200.2426,1,4,42.78464544,3763.200949,13.07476908,281737.0185
72_Restaurantes,582924.5004,7,0.573408689,606088.4563,464928.6368,1,9,84.93505122,22532.59001,14.85560532,738299.977
46_Comercio,780015.0546,4,0.448995559,175021.677,482452.9852,1,3,78.61529658,10347.49467,16.36003546,221627.5111
81_Servicios,277179.291,18,0.202103469,83553.41188,177044.5345,0,7,46.27375467,5133.083363,16.03392267,105621.8155
46_Comercio,706890.7034,10,0.812375659,356629.4756,486406.1655,1,8,41.83679679,31374.52231,16.41908952,464225.6176
72_Restaurantes,1864159.891,20,0.534917838,86090.16767,998196.6352,1,9,61.50892729,5362.332683,7.526119049,98895.49288
46_Comercio,1210557.111,5,0.203809787,355781.354,845786.0153,1,1,93.47371682,32148.98591,3.968992481,403963.6259
72_Restaurantes,979678.4479,19,0.237734664,216781.8014,569700.2763,1,4,61.61716866,3640.502896,23.39512429,287739.2623
46_Comercio,695428.2836,14,0.592182562,239960.21,504343.8046,1,2,40.12960625,7922.866503,15.44877534,293175.0279
46_Comercio,309721.0043,18,0.685953167,240537.208,216167.6176,0,2,45.11906945,18119.03531,13.45256358,298860.6642
46_Comercio,720259.5273,10,0.189309956,155327.5629,462433.6304,0,4,63.00301064,4031.059711,9.9362358,176939.776
72_Restaurantes,1805755.23,1,0.602896755,173873.177,1309891.036,1,8,59.1861616,5278.982739,24.48847652,237251.4173
81_Servicios,423016.0576,5,0.130066407,24633.50717,271776.85,0,3,84.77449737,1635.490932,16.97133627,31638.46908
72_Restaurantes,1637287.942,2,0.577503115,183863.2204,1150462.818,0,1,50.08727744,19915.84361,18.42947948,249819.4969
72_Restaurantes,830390.1191,9,0.398877215,86855.13188,558972.4156,0,1,91.72545586,1118.143848,9.810997721,97543.24086
46_Comercio,437181.0428,3,0.450371171,409549.2538,334893.3979,0,4,69.8113095,29562.1966,13.66880322,508635.8892
46_Comercio,758986.8696,21,0.185094533,144171.3073,422883.4786,1,3,84.06599132,6993.055813,9.513434228,167057.2442
81_Servicios,151393.4916,16,0.342560725,25305.58166,97181.89543,1,7,59.19923979,1207.791848,21.68359416,33854.17554
81_Servicios,496291.5969,21,0.760764066,18087.68474,335431.5362,0,1,91.70232028,847.7888839,23.91169833,24886.18251
46_Comercio,594808.78,7,0.595918361,132220.8716,339947.3002,1,9,57.66441966,9944.744082,10.33860385,158558.3337
46_Comercio,959356.453,13,0.116514752,316851.3576,706172.3534,0,1,65.46286474,21915.93056,20.9746441,428681.7621
46_Comercio,346910.6737,25,0.776802739,185340.0656,225639.5875,0,10,91.37027827,5398.173023,7.752938269,206768.9041
72_Restaurantes,1982032.1,5,0.151986056,167618.6757,1551987.418,0,3,58.95583414,4779.794485,9.782469945,191091.9864
46_Comercio,363915.9069,22,0.885347605,355405.2584,222504.8352,0,7,47.65590441,24088.6487,8.009707171,412536.9052
81_Servicios,329300.9989,13,0.398236752,16828.99329,180171.3588,0,5,99.61807259,1213.101038,14.11584674,21007.47769
81_Servicios,149802.8599,5,0.117314067,34991.0265,100548.2248,0,9,60.82320319,523.8633751,13.72058493,41162.64563
46_Comercio,593299.9559,9,0.422608337,276660.6932,359657.3387,0,4,99.76624532,12070.62059,12.07051316,328366.8814
81_Servicios,226406.5573,13,0.338581519,44784.94716,118300.8222,0,6,48.15658875,1754.066267,11.47381923,52570.90391
46_Comercio,579625.1417,12,0.347647441,467670.3481,462622.45,0,5,85.52479729,7248.578276,16.71528612,570235.4061
81_Servicios,289875.85,25,0.262639057,29861.17358,152930.6851,1,7,42.06704301,556.7540952,13.15913191,35027.2036
81_Servicios,203507.4445,24,0.168556152,23778.61268,116830.5448,0,6,64.95736147,1290.017694,14.08622212,29178.82439
46_Comercio,1537166.147,13,0.45347847,149935.4549,1000876.153,0,8,43.00939244,5706.641445,8.825382367,170707.704
46_Comercio,680439.3177,10,0.492357168,345142.3152,472248.5195,0,3,81.41470976,15415.48489,18.34378976,441555.8829
81_Servicios,288612.1969,11,0.618155193,51187.43851,201977.376,0,2,45.99740677,5342.719347,18.65560023,69494.83679
46_Comercio,557470.5167,6,0.178829814,149412.6336,398450.7114,0,9,48.33975305,13578.37221,6.776124856,174838.2649
46_Comercio,452528.4885,1,0.263020827,193048.2069,253224.482,0,6,70.42050281,12900.00133,6.53825132,220355.6119
72_Restaurantes,1478842.163,25,0.197036535,113219.0027,840788.4127,0,4,76.56556497,5208.739668,7.057988171,127421.1091
81_Servicios,200800.6827,10,0.632289071,31722.03598,150214.0252,0,2,62.91304032,1407.47295,12.76396176,37976.86094
46_Comercio,985171.267,7,0.16966564,174687.0037,742937.2706,1,8,63.19973518,12451.97692,5.238175959,197483.5146
72_Restaurantes,2172710.716,22,0.195884799,197078.7799,1675873.228,0,6,46.05519301,9437.327106,6.192675213,220149.234
46_Comercio,803849.6154,3,0.496587036,508202.1075,483787.6039,1,2,73.6813017,21052.37037,17.99285156,645376.0287
72_Restaurantes,1787055.941,8,0.351220888,47392.45989,1003868.421,1,10,76.60933538,1755.604441,8.603403054,53774.50143
72_Restaurantes,1506152.401,24,0.471949006,71116.10638,1162046.593,0,4,63.29186586,3403.534623,13.05575193,85709.68484
81_Servicios,238646.8548,13,0.645754586,28179.42933,159347.6699,1,5,53.40592137,1947.422155,18.53165882,36979.82683
81_Servicios,378109.2167,13,0.230096842,34129.08246,280329.363,1,6,51.9138248,1123.924445,15.68747631,41812.30186
46_Comercio,672571.3053,8,0.225141535,224329.5079,407008.5754,0,10,42.85235091,7306.671932,23.46111438,302638.5581
81_Servicios,122235.2205,2,0.331983519,28459.25666,61751.97386,0,6,77.90587758,2217.102359,5.975721706,32625.99785
72_Restaurantes,1272035.892,9,0.798401123,193463.9719,665579.2399,1,4,87.62152581,8527.744614,19.7236251,251620.3762
46_Comercio,770959.2318,1,0.366468438,123903.4704,570741.7895,0,3,93.2363993,6549.046202,22.16067556,167592.0463
81_Servicios,175279.7338,2,0.162207342,142692.8644,118450.1474,0,7,70.39709494,9703.020432,9.55880465,168502.7318
46_Comercio,600925.5562,14,0.762447634,433904.7929,326115.8536,0,2,81.90933553,9434.190723,12.19092037,504889.6827
46_Comercio,1083858.972,13,0.299883037,245817.6997,771607.9412,1,8,97.07585016,3807.170557,28.42765563,348772.801
72_Restaurantes,758040.9223,20,0.556520307,156214.7222,605418.0541,1,1,73.88448821,4813.126007,21.69297107,205636.5187
46_Comercio,761244.9132,18,0.187709026,279874.4433,408181.0715,0,5,88.91490607,20831.20528,8.579729982,328926.6686
81_Servicios,172234.722,18,0.503595643,73966.49165,118983.9243,0,8,61.23644353,5409.486953,19.85866435,99044.9909
81_Servicios,132888.3425,21,0.850529633,9346.828997,102558.4484,0,10,63.55099241,602.2041619,8.303425075,10849.95069
81_Servicios,297333.0877,24,0.749352211,37833.66513,211430.222,0,7,82.26664994,1630.969232,14.33009919,46065.92746
